id,type,actor_login,created_at,event_url,stargazers_count,repo_url,merged,comments,review_comments,commits_count
3232977703,PullRequestEvent,andela-sakande,1.44473105E9,"""https://api.github.com/repos/andela/pibbble/pulls/47""",1,"""https://github.com/andela/pibbble""",false,0,0,1
3234564301,PullRequestEvent,andela-gukpere,1.444757492E9,"""https://api.github.com/repos/andela/vvida/pulls/66""",1,"""https://github.com/andela/vvida""",false,0,0,72
3218289539,PullRequestEvent,andela-gukpere,1.444262593E9,"""https://api.github.com/repos/andela/vvida/pulls/57""",0,"""https://github.com/andela/vvida""",false,0,0,25
3297570114,PullRequestEvent,andela-hkoske,1.446457419E9,"""https://api.github.com/repos/andela/vvida/pulls/91""",1,"""https://github.com/andela/vvida""",false,0,0,1
3260275533,PullRequestEvent,busayo,1.445428182E9,"""https://api.github.com/repos/andela/suyabay/pulls/29""",2,"""https://github.com/andela/suyabay""",true,2,5,9
3260266590,PullRequestEvent,andela-nmartin,1.445427985E9,"""https://api.github.com/repos/andela/vvida/pulls/78""",1,"""https://github.com/andela/vvida""",false,0,0,46
3211020065,PullRequestEvent,andela-anandaa,1.444119824E9,"""https://api.github.com/repos/andela/resly/pulls/43""",1,"""https://github.com/andela/resly""",true,0,0,3
3229184785,PullRequestEvent,dzpo,1.444643515E9,"""https://api.github.com/repos/andela/pibbble/pulls/43""",1,"""https://github.com/andela/pibbble""",false,0,0,1
3233357527,PullRequestEvent,busayo,1.444739114E9,"""https://api.github.com/repos/andela/pibbble/pulls/35""",1,"""https://github.com/andela/pibbble""",true,4,4,19
3234770869,PullRequestEvent,andela-dJames,1.444760709E9,"""https://api.github.com/repos/andela/helpmebuy/pulls/22""",0,"""https://github.com/andela/helpmebuy""",false,0,0,2
3246192652,PullRequestEvent,andela-cnnadi,1.445006194E9,"""https://api.github.com/repos/andela/troupon/pulls/55""",0,"""https://github.com/andela/troupon""",true,0,0,1
3194303832,PullRequestEvent,andela-batolagbe,1.443612008E9,"""https://api.github.com/repos/andela/hairven/pulls/50""",0,"""https://github.com/andela/hairven""",false,0,0,17
3215604534,PullRequestEvent,andela-gukpere,1.444216805E9,"""https://api.github.com/repos/andela/vvida/pulls/55""",0,"""https://github.com/andela/vvida""",false,0,2,8
3194537735,PullRequestEvent,andela-bkagia,1.443617216E9,"""https://api.github.com/repos/andela/resly/pulls/32""",1,"""https://github.com/andela/resly""",false,0,0,1
3228491565,PullRequestEvent,busayo,1.444618648E9,"""https://api.github.com/repos/andela/suyabay/pulls/18""",2,"""https://github.com/andela/suyabay""",true,0,24,1
3219885517,PullRequestEvent,andela-hkoske,1.444306999E9,"""https://api.github.com/repos/andela/vvida/pulls/59""",0,"""https://github.com/andela/vvida""",false,0,0,3
3260239930,PullRequestEvent,busayo,1.445427396E9,"""https://api.github.com/repos/andela/pibbble/pulls/68""",1,"""https://github.com/andela/pibbble""",true,0,0,1
3220244351,PullRequestEvent,andela-gukpere,1.444313178E9,"""https://api.github.com/repos/andela/vvida/pulls/58""",0,"""https://github.com/andela/vvida""",false,1,3,16
3243214698,PullRequestEvent,andela-cdaniel,1.444935479E9,"""https://api.github.com/repos/andela/workdey/pulls/5""",0,"""https://github.com/andela/workdey""",false,0,16,25
3238650307,PullRequestEvent,andela-ooshodi,1.444842334E9,"""https://api.github.com/repos/andela/codango/pulls/30""",0,"""https://github.com/andela/codango""",false,0,0,9
3236907082,PullRequestEvent,andela-bmosigisi,1.444812755E9,"""https://api.github.com/repos/andela/resly/pulls/54""",2,"""https://github.com/andela/resly""",false,0,0,1
3251549093,PullRequestEvent,andela-eosuagwu,1.445250307E9,"""https://api.github.com/repos/andela/suyabay/pulls/25""",2,"""https://github.com/andela/suyabay""",false,0,0,21
3252549203,PullRequestEvent,andela-oisola,1.44526791E9,"""https://api.github.com/repos/andela/pibbble/pulls/59""",1,"""https://github.com/andela/pibbble""",false,0,0,1
3232635352,PullRequestEvent,andela-anandaa,1.444724559E9,"""https://api.github.com/repos/andela/resly/pulls/50""",1,"""https://github.com/andela/resly""",true,0,0,15
3260187891,PullRequestEvent,busayo,1.445426296E9,"""https://api.github.com/repos/andela/suyabay/pulls/26""",2,"""https://github.com/andela/suyabay""",true,2,0,1
3227007161,PullRequestEvent,andela-gukpere,1.444507481E9,"""https://api.github.com/repos/andela/vvida/pulls/61""",0,"""https://github.com/andela/vvida""",true,0,3,21
3206728586,PullRequestEvent,andela-sachungo,1.444020806E9,"""https://api.github.com/repos/andela/resly/pulls/39""",1,"""https://github.com/andela/resly""",false,1,0,2
3147416302,PullRequestEvent,andela-anandaa,1.442303989E9,"""https://api.github.com/repos/andela/resly/pulls/7""",0,"""https://github.com/andela/resly""",false,1,0,1
3207860634,PullRequestEvent,Andela-thomas,1.444050997E9,"""https://api.github.com/repos/andela/vvida/pulls/48""",0,"""https://github.com/andela/vvida""",false,0,0,5
3232692695,PullRequestEvent,andela-nmartin,1.444725708E9,"""https://api.github.com/repos/andela/vvida/pulls/65""",0,"""https://github.com/andela/vvida""",true,0,0,5
3233335101,PullRequestEvent,busayo,1.444738671E9,"""https://api.github.com/repos/andela/pibbble/pulls/51""",1,"""https://github.com/andela/pibbble""",true,0,0,1
3187983744,PullRequestEvent,andela-ayusuf,1.443468965E9,"""https://api.github.com/repos/andela/hairven/pulls/47""",0,"""https://github.com/andela/hairven""",false,0,0,9
3233242658,PullRequestEvent,andela-womokoro,1.444736738E9,"""https://api.github.com/repos/andela/pibbble/pulls/49""",1,"""https://github.com/andela/pibbble""",false,0,0,1
3223150412,PullRequestEvent,Andela-thomas,1.444378288E9,"""https://api.github.com/repos/andela/vvida/pulls/61""",0,"""https://github.com/andela/vvida""",false,0,0,18
3254724804,PullRequestEvent,andela-cdaniel,1.445308259E9,"""https://api.github.com/repos/andela/workdey/pulls/9""",0,"""https://github.com/andela/workdey""",false,0,0,31
3193605165,PullRequestEvent,andela-anandaa,1.443596178E9,"""https://api.github.com/repos/andela/resly/pulls/29""",1,"""https://github.com/andela/resly""",true,0,16,4
3211204258,PullRequestEvent,andela-ayusuf,1.444123493E9,"""https://api.github.com/repos/andela/hairven/pulls/56""",0,"""https://github.com/andela/hairven""",false,0,0,24
3218090865,PullRequestEvent,andela-cnnadi,1.444257731E9,"""https://api.github.com/repos/andela/codango/pulls/27""",0,"""https://github.com/andela/codango""",false,0,0,1
3207569455,PullRequestEvent,kn9ts,1.444044908E9,"""https://api.github.com/repos/andela/vvida/pulls/46""",0,"""https://github.com/andela/vvida""",false,0,0,7
3219593368,PullRequestEvent,andela-toladele,1.444300452E9,"""https://api.github.com/repos/andela/roots/pulls/118""",0,"""https://github.com/andela/roots""",false,0,0,1
3229864874,PullRequestEvent,andela-fokosun,1.444658345E9,"""https://api.github.com/repos/andela/suyabay/pulls/19""",2,"""https://github.com/andela/suyabay""",false,0,0,1
3229726304,PullRequestEvent,andela-vdugeri,1.444655822E9,"""https://api.github.com/repos/andela/chopbox/pulls/64""",1,"""https://github.com/andela/chopbox""",false,0,0,2
3253541282,PullRequestEvent,andela-osule,1.445283186E9,"""https://api.github.com/repos/andela/troupon/pulls/67""",0,"""https://github.com/andela/troupon""",false,0,0,1
3213869307,PullRequestEvent,andela-cnnadi,1.444168243E9,"""https://api.github.com/repos/andela/codango/pulls/22""",0,"""https://github.com/andela/codango""",false,1,16,206
3219489024,PullRequestEvent,andela-ioraelosi,1.444298315E9,"""https://api.github.com/repos/andela/roots/pulls/115""",0,"""https://github.com/andela/roots""",false,0,0,24
3261000307,PullRequestEvent,andela-bomotoso,1.445439694E9,"""https://api.github.com/repos/andela/helpmebuy/pulls/37""",0,"""https://github.com/andela/helpmebuy""",true,0,0,3
3259556854,PullRequestEvent,kn9ts,1.445413567E9,"""https://api.github.com/repos/andela/vvida/pulls/77""",1,"""https://github.com/andela/vvida""",false,0,0,20
3256876041,PullRequestEvent,andela-ooshodi,1.445355084E9,"""https://api.github.com/repos/andela/codango/pulls/37""",1,"""https://github.com/andela/codango""",false,0,0,1
3214883058,PullRequestEvent,Andela-thomas,1.444200167E9,"""https://api.github.com/repos/andela/vvida/pulls/54""",0,"""https://github.com/andela/vvida""",false,0,0,4
3215665274,PullRequestEvent,andela-sachungo,1.444218182E9,"""https://api.github.com/repos/andela/resly/pulls/48""",1,"""https://github.com/andela/resly""",false,0,0,6
3229258887,PullRequestEvent,busayo,1.444645211E9,"""https://api.github.com/repos/andela/pibbble/pulls/44""",1,"""https://github.com/andela/pibbble""",true,0,0,1
3228488316,PullRequestEvent,busayo,1.444618473E9,"""https://api.github.com/repos/andela/suyabay/pulls/17""",2,"""https://github.com/andela/suyabay""",true,0,0,5
3212183869,PullRequestEvent,andela-bmosigisi,1.444141953E9,"""https://api.github.com/repos/andela/resly/pulls/45""",1,"""https://github.com/andela/resly""",false,0,0,1
3231316592,PullRequestEvent,andela-kerinoso,1.444685033E9,"""https://api.github.com/repos/andela/chopbox/pulls/69""",1,"""https://github.com/andela/chopbox""",false,0,0,1
3230576216,PullRequestEvent,busayo,1.444670565E9,"""https://api.github.com/repos/andela/chopbox/pulls/67""",1,"""https://github.com/andela/chopbox""",true,0,0,2
3216267308,PullRequestEvent,andela-toladele,1.444228597E9,"""https://api.github.com/repos/andela/roots/pulls/114""",0,"""https://github.com/andela/roots""",false,0,0,19
3230348635,PullRequestEvent,busayo,1.444666241E9,"""https://api.github.com/repos/andela/chopbox/pulls/64""",1,"""https://github.com/andela/chopbox""",true,1,0,4
3143789940,PullRequestEvent,andela-totieno,1.442222886E9,"""https://api.github.com/repos/andela/vvida/pulls/3""",0,"""https://github.com/andela/vvida""",false,0,0,2
3256407444,PullRequestEvent,andela-oofoamalu,1.445348617E9,"""https://api.github.com/repos/andela/helpmebuy/pulls/35""",0,"""https://github.com/andela/helpmebuy""",false,0,0,7
3256831903,PullRequestEvent,andela-iadeniyi,1.445354502E9,"""https://api.github.com/repos/andela/suyabay/pulls/29""",2,"""https://github.com/andela/suyabay""",false,0,0,5
3261193053,PullRequestEvent,andela-blawrence,1.445442271E9,"""https://api.github.com/repos/andela/kipit/pulls/41""",0,"""https://github.com/andela/kipit""",false,0,0,3
3251984901,PullRequestEvent,andela-ofamakinde,1.445259473E9,"""https://api.github.com/repos/andela/dinner-dash-rails/pulls/1""",0,"""https://github.com/andela/dinner-dash-rails""",false,0,16,2
3229198187,PullRequestEvent,andela-oisola,1.444643814E9,"""https://api.github.com/repos/andela/pibbble/pulls/43""",1,"""https://github.com/andela/pibbble""",false,2,0,1
3207047850,PullRequestEvent,Andela-thomas,1.444033E9,"""https://api.github.com/repos/andela/vvida/pulls/42""",0,"""https://github.com/andela/vvida""",true,0,3,49
3208281037,PullRequestEvent,andela-abankole,1.444057498E9,"""https://api.github.com/repos/andela/hairven/pulls/54""",0,"""https://github.com/andela/hairven""",false,0,0,3
3207743941,PullRequestEvent,andela-hkoske,1.444048816E9,"""https://api.github.com/repos/andela/vvida/pulls/47""",0,"""https://github.com/andela/vvida""",false,0,6,6
3216347099,PullRequestEvent,andela-anandaa,1.444229641E9,"""https://api.github.com/repos/andela/resly/pulls/48""",1,"""https://github.com/andela/resly""",true,0,0,4
3208046691,PullRequestEvent,andela-hkoske,1.444054064E9,"""https://api.github.com/repos/andela/vvida/pulls/49""",0,"""https://github.com/andela/vvida""",false,0,0,8
3207874610,PullRequestEvent,andela-anandaa,1.444051252E9,"""https://api.github.com/repos/andela/resly/pulls/41""",1,"""https://github.com/andela/resly""",true,0,0,2
3257474647,PullRequestEvent,andela-oogunjimi,1.445364082E9,"""https://api.github.com/repos/andela/pibbble/pulls/64""",1,"""https://github.com/andela/pibbble""",false,0,0,1
3255869062,PullRequestEvent,andela-bkagia,1.445338517E9,"""https://api.github.com/repos/andela/resly/pulls/57""",2,"""https://github.com/andela/resly""",false,0,0,1
3218071407,PullRequestEvent,andela-ooshodi,1.44425729E9,"""https://api.github.com/repos/andela/codango/pulls/26""",0,"""https://github.com/andela/codango""",false,0,0,1
3215702145,PullRequestEvent,andela-uawili,1.444219017E9,"""https://api.github.com/repos/andela/troupon/pulls/44""",0,"""https://github.com/andela/troupon""",false,0,0,1
3220484983,PullRequestEvent,andela-toladele,1.444316536E9,"""https://api.github.com/repos/andela/roots/pulls/119""",0,"""https://github.com/andela/roots""",false,0,0,2
3219476012,PullRequestEvent,andela-ioraelosi,1.444298065E9,"""https://api.github.com/repos/andela/hairven/pulls/56""",0,"""https://github.com/andela/hairven""",true,0,9,24
3208286046,PullRequestEvent,andela-abankole,1.444057565E9,"""https://api.github.com/repos/andela/hairven/pulls/55""",0,"""https://github.com/andela/hairven""",false,0,0,1
3207863517,PullRequestEvent,andela-gukpere,1.44405105E9,"""https://api.github.com/repos/andela/vvida/pulls/46""",0,"""https://github.com/andela/vvida""",false,0,16,9
3229749465,PullRequestEvent,andela-bmosigisi,1.444656278E9,"""https://api.github.com/repos/andela/resly/pulls/50""",1,"""https://github.com/andela/resly""",false,0,0,13
3230574994,PullRequestEvent,andela-vdugeri,1.444670544E9,"""https://api.github.com/repos/andela/chopbox/pulls/67""",1,"""https://github.com/andela/chopbox""",false,0,0,2
3219913922,PullRequestEvent,andela-gukpere,1.444307573E9,"""https://api.github.com/repos/andela/vvida/pulls/60""",0,"""https://github.com/andela/vvida""",true,0,0,3
3249881264,PullRequestEvent,andela-cnnadi,1.44517954E9,"""https://api.github.com/repos/andela/troupon/pulls/62""",0,"""https://github.com/andela/troupon""",true,0,0,1
3215752070,PullRequestEvent,andela-ioraelosi,1.444220063E9,"""https://api.github.com/repos/andela/roots/pulls/113""",0,"""https://github.com/andela/roots""",true,0,0,1
3215782323,PullRequestEvent,andela-cnnadi,1.444220696E9,"""https://api.github.com/repos/andela/troupon/pulls/44""",0,"""https://github.com/andela/troupon""",true,0,0,1
3229260490,PullRequestEvent,busayo,1.444645249E9,"""https://api.github.com/repos/andela/pibbble/pulls/42""",1,"""https://github.com/andela/pibbble""",true,0,0,1
3229263437,PullRequestEvent,busayo,1.44464532E9,"""https://api.github.com/repos/andela/pibbble/pulls/41""",1,"""https://github.com/andela/pibbble""",true,0,0,1
3216136850,PullRequestEvent,andela-oakinniranye,1.444226734E9,"""https://api.github.com/repos/andela/eventx/pulls/64""",0,"""https://github.com/andela/eventx""",false,0,0,3
3230694570,PullRequestEvent,andela-sakande,1.444672929E9,"""https://api.github.com/repos/andela/pibbble/pulls/46""",1,"""https://github.com/andela/pibbble""",false,0,0,1
3215312524,PullRequestEvent,andela-akangethe,1.444210471E9,"""https://api.github.com/repos/andela/resly/pulls/46""",1,"""https://github.com/andela/resly""",false,0,0,1
3215347969,PullRequestEvent,andela-anandaa,1.444211167E9,"""https://api.github.com/repos/andela/resly/pulls/46""",1,"""https://github.com/andela/resly""",false,1,0,1
3207820772,PullRequestEvent,andela-gukpere,1.444050261E9,"""https://api.github.com/repos/andela/vvida/pulls/41""",0,"""https://github.com/andela/vvida""",false,1,20,4
3214906355,PullRequestEvent,Andela-thomas,1.444200925E9,"""https://api.github.com/repos/andela/vvida/pulls/55""",0,"""https://github.com/andela/vvida""",false,0,0,5
3218091550,PullRequestEvent,andela-cnnadi,1.444257749E9,"""https://api.github.com/repos/andela/codango/pulls/27""",0,"""https://github.com/andela/codango""",true,0,0,1
3215540432,PullRequestEvent,andela-oolarewaju,1.444215295E9,"""https://api.github.com/repos/andela/roots/pulls/107""",0,"""https://github.com/andela/roots""",false,0,0,7
3216345133,PullRequestEvent,andela-anandaa,1.444229615E9,"""https://api.github.com/repos/andela/resly/pulls/47""",1,"""https://github.com/andela/resly""",true,0,0,5
3245883261,PullRequestEvent,andela-anandaa,1.445001019E9,"""https://api.github.com/repos/andela/resly/pulls/53""",2,"""https://github.com/andela/resly""",true,0,0,1
3215702439,PullRequestEvent,andela-ioraelosi,1.444219023E9,"""https://api.github.com/repos/andela/roots/pulls/112""",0,"""https://github.com/andela/roots""",false,0,0,13
3237509716,PullRequestEvent,andela-gukpere,1.444825177E9,"""https://api.github.com/repos/andela/vvida/pulls/70""",1,"""https://github.com/andela/vvida""",false,0,0,9
3208575682,PullRequestEvent,andela-gukpere,1.44406181E9,"""https://api.github.com/repos/andela/vvida/pulls/51""",0,"""https://github.com/andela/vvida""",false,0,0,13
3131551887,PullRequestEvent,andela-cnnadi,1.441811395E9,"""https://api.github.com/repos/andela/codango/pulls/6""",0,"""https://github.com/andela/codango""",true,1,4,8
3238370096,PullRequestEvent,andela-iokonkwo,1.444838098E9,"""https://api.github.com/repos/andela/workdey/pulls/3""",0,"""https://github.com/andela/workdey""",false,0,0,14
3208748100,PullRequestEvent,andela-ooranagwa,1.444064696E9,"""https://api.github.com/repos/andela/eventhero/pulls/1""",0,"""https://github.com/andela/eventhero""",false,0,0,4
3208125756,PullRequestEvent,andela-akangethe,1.444055242E9,"""https://api.github.com/repos/andela/resly/pulls/42""",1,"""https://github.com/andela/resly""",false,0,0,1
3223856199,PullRequestEvent,andela-toladele,1.444394198E9,"""https://api.github.com/repos/andela/roots/pulls/123""",0,"""https://github.com/andela/roots""",false,0,0,3
3237918000,PullRequestEvent,andela-totieno,1.444831944E9,"""https://api.github.com/repos/andela/vvida/pulls/72""",1,"""https://github.com/andela/vvida""",false,0,0,7
3253836678,PullRequestEvent,andela-cdaniel,1.445287935E9,"""https://api.github.com/repos/andela/workdey/pulls/7""",0,"""https://github.com/andela/workdey""",false,0,0,1
3202906094,PullRequestEvent,andela-sjames,1.443802411E9,"""https://api.github.com/repos/andela/troupon/pulls/41""",0,"""https://github.com/andela/troupon""",false,0,0,37
3201801929,PullRequestEvent,andela-nmartin,1.443779764E9,"""https://api.github.com/repos/andela/vvida/pulls/43""",0,"""https://github.com/andela/vvida""",false,0,21,29
3173022860,PullRequestEvent,andela-sachungo,1.443009575E9,"""https://api.github.com/repos/andela/resly/pulls/24""",1,"""https://github.com/andela/resly""",false,0,0,2
3207116750,PullRequestEvent,andela-bmosigisi,1.44403467E9,"""https://api.github.com/repos/andela/resly/pulls/40""",1,"""https://github.com/andela/resly""",false,0,0,1
3215703196,PullRequestEvent,andela-ioraelosi,1.444219038E9,"""https://api.github.com/repos/andela/roots/pulls/112""",0,"""https://github.com/andela/roots""",true,0,0,13
3202605323,PullRequestEvent,andela-anandaa,1.443797414E9,"""https://api.github.com/repos/andela/resly/pulls/38""",1,"""https://github.com/andela/resly""",true,0,0,1
3232797493,PullRequestEvent,andela-anandaa,1.444727716E9,"""https://api.github.com/repos/andela/resly/pulls/51""",1,"""https://github.com/andela/resly""",true,1,0,4
3245850041,PullRequestEvent,andela-ijubril,1.445000379E9,"""https://api.github.com/repos/andela/codango/pulls/31""",0,"""https://github.com/andela/codango""",false,1,1,3
3239777625,PullRequestEvent,andela-fokosun,1.444860933E9,"""https://api.github.com/repos/andela/suyabay/pulls/23""",2,"""https://github.com/andela/suyabay""",false,0,0,2
3237826100,PullRequestEvent,andela-bmustapha,1.444830613E9,"""https://api.github.com/repos/andela/leaves/pulls/23""",0,"""https://github.com/andela/leaves""",false,0,0,220
3237067976,PullRequestEvent,kn9ts,1.44481587E9,"""https://api.github.com/repos/andela/vvida/pulls/67""",1,"""https://github.com/andela/vvida""",false,0,0,20
3246128566,PullRequestEvent,andela-osule,1.445005202E9,"""https://api.github.com/repos/andela/troupon/pulls/54""",0,"""https://github.com/andela/troupon""",false,0,0,4
3245566620,PullRequestEvent,andela-osule,1.444994096E9,"""https://api.github.com/repos/andela/troupon/pulls/53""",0,"""https://github.com/andela/troupon""",false,0,0,2
3173424362,PullRequestEvent,andela-ioraelosi,1.443016999E9,"""https://api.github.com/repos/andela/roots/pulls/102""",0,"""https://github.com/andela/roots""",true,0,0,5
3215748918,PullRequestEvent,andela-oolarewaju,1.444219998E9,"""https://api.github.com/repos/andela/roots/pulls/113""",0,"""https://github.com/andela/roots""",false,0,0,1
3180832265,PullRequestEvent,Andela-thomas,1.443185958E9,"""https://api.github.com/repos/andela/vvida/pulls/35""",0,"""https://github.com/andela/vvida""",false,0,0,4
3211020981,PullRequestEvent,andela-anandaa,1.444119843E9,"""https://api.github.com/repos/andela/resly/pulls/42""",1,"""https://github.com/andela/resly""",true,1,0,1
3212002299,PullRequestEvent,andela-bkagia,1.444139297E9,"""https://api.github.com/repos/andela/resly/pulls/44""",1,"""https://github.com/andela/resly""",false,0,0,1
3179380693,PullRequestEvent,andela-oadesanya,1.4431412E9,"""https://api.github.com/repos/andela/helpmebuy/pulls/14""",0,"""https://github.com/andela/helpmebuy""",true,0,0,19
3210653314,PullRequestEvent,andela-sachungo,1.444108876E9,"""https://api.github.com/repos/andela/resly/pulls/43""",1,"""https://github.com/andela/resly""",false,0,0,3
